sim_id,step,s0,sales
1,1,2427200.267307693,2330468.2149167126
1,2,2427200.267307693,2564178.729102749
1,3,2427200.267307693,3026958.7123120124
1,4,2427200.267307693,2717753.896506158
1,5,2427200.267307693,2925186.6889296426
1,6,2427200.267307693,3322960.4278646572
1,7,2427200.267307693,3692082.887243377
1,8,2427200.267307693,4086069.367121945
1,9,2427200.267307693,3943157.658982377
1,10,2427200.267307693,4222634.703402718
1,11,2427200.267307693,4050846.676392612
1,12,2427200.267307693,4132364.854046696
1,13,2427200.267307693,3976829.5153924655
1,14,2427200.267307693,3633076.6508003576
1,15,2427200.267307693,3357909.1939614303
1,16,2427200.267307693,3045512.720880501
1,17,2427200.267307693,2762309.156161115
1,18,2427200.267307693,2935789.990783354
1,19,2427200.267307693,2402840.559761592
1,20,2427200.267307693,2346719.833537901
1,21,2427200.267307693,2798219.3262837552
1,22,2427200.267307693,3117933.8519233116
1,23,2427200.267307693,2860242.7780569657
1,24,2427200.267307693,2589761.0303552276
1,25,2427200.267307693,2494518.8727027606
1,26,2427200.267307693,2374360.755095714
1,27,2427200.267307693,2791360.120233834
1,28,2427200.267307693,3148040.808686549
1,29,2427200.267307693,3084672.4118523756
1,30,2427200.267307693,2994119.013993332
1,31,2427200.267307693,3430896.6159655596
1,32,2427200.267307693,3858650.982922826
1,33,2427200.267307693,3946207.74786748
1,34,2427200.267307693,3640581.1530021355
1,35,2427200.267307693,3705915.0908613885
1,36,2427200.267307693,3504603.9466541964
1,37,2427200.267307693,3342254.5391063066
1,38,2427200.267307693,3201042.762229407
1,39,2427200.267307693,2983233.042098446
1,40,2427200.267307693,2460709.274378548
1,41,2427200.267307693,2262477.1372315274
1,42,2427200.267307693,2115520.3465072145
1,43,2427200.267307693,2220022.881939573
1,44,2427200.267307693,2146662.6381668095
1,45,2427200.267307693,1907281.6276277583
1,46,2427200.267307693,2472774.395466243
1,47,2427200.267307693,2867085.7549787113
1,48,2427200.267307693,3108916.380517186
1,49,2427200.267307693,3489170.5679242397
1,50,2427200.267307693,3373501.490531522
1,51,2427200.267307693,3352544.2275755918
1,52,2427200.267307693,3176896.5784303946
