sim_id,step,s0,sales
1,1,2427200.267307693,2526817.7321252907
1,2,2427200.267307693,2329396.3939535823
1,3,2427200.267307693,2513200.654787874
1,4,2427200.267307693,2259213.351363388
1,5,2427200.267307693,2018059.6892719597
1,6,2427200.267307693,2093678.2345752656
1,7,2427200.267307693,2121614.296229782
1,8,2427200.267307693,2190929.949626361
1,9,2427200.267307693,2213693.5805405797
1,10,2427200.267307693,2092438.5380231808
1,11,2427200.267307693,2067145.166817258
1,12,2427200.267307693,2463413.036473385
1,13,2427200.267307693,2465167.970222053
1,14,2427200.267307693,2153684.5690016067
1,15,2427200.267307693,1956343.4551198804
1,16,2427200.267307693,1697044.4815644915
1,17,2427200.267307693,1486329.3896774543
1,18,2427200.267307693,1188671.6657160707
1,19,2427200.267307693,562320.5753418598
1,20,2427200.267307693,729524.8609198579
1,21,2427200.267307693,894555.7262757744
1,22,2427200.267307693,840265.3383921746
1,23,2427200.267307693,672009.0457901661
1,24,2427200.267307693,482466.05655687
1,25,2427200.267307693,584563.0574582922
1,26,2427200.267307693,645194.0271203837
1,27,2427200.267307693,752808.5468186934
1,28,2427200.267307693,760038.5685361251
1,29,2427200.267307693,915181.0215981584
1,30,2427200.267307693,1025081.2241591697
1,31,2427200.267307693,1165611.3926190375
1,32,2427200.267307693,1291124.7708090434
1,33,2427200.267307693,1697442.273298448
1,34,2427200.267307693,1449409.9730755603
1,35,2427200.267307693,1818743.4523192495
1,36,2427200.267307693,1744316.6540967287
1,37,2427200.267307693,1734731.3708067394
1,38,2427200.267307693,1760324.0880965604
1,39,2427200.267307693,1658439.770039097
1,40,2427200.267307693,1049439.4412230975
1,41,2427200.267307693,980136.8366168749
1,42,2427200.267307693,996168.4964920306
1,43,2427200.267307693,583714.6212180913
1,44,2427200.267307693,722228.2854215172
1,45,2427200.267307693,584444.2547475181
1,46,2427200.267307693,939186.8034855495
1,47,2427200.267307693,1009043.1331824947
1,48,2427200.267307693,825135.5745970779
1,49,2427200.267307693,871597.4559676351
1,50,2427200.267307693,939699.2468263127
1,51,2427200.267307693,1165423.824979916
1,52,2427200.267307693,1133707.1326449874
2,1,2479762.037307692,2459234.3599740984
2,2,2479762.037307692,2609908.283114536
2,3,2479762.037307692,2716126.272909148
2,4,2479762.037307692,2696721.865602086
2,5,2479762.037307692,2496490.069463899
2,6,2479762.037307692,2774063.206110271
2,7,2479762.037307692,3000807.5724461474
2,8,2479762.037307692,2832411.0431106123
2,9,2479762.037307692,3003881.4528183136
2,10,2479762.037307692,3118346.065018695
2,11,2479762.037307692,3376144.6554594226
2,12,2479762.037307692,3418246.520782029
2,13,2479762.037307692,3149493.9310731357
2,14,2479762.037307692,3348834.7069845335
2,15,2479762.037307692,3179393.6587392865
2,16,2479762.037307692,3312432.8835814204
2,17,2479762.037307692,3721542.480330524
2,18,2479762.037307692,3385893.277933741
2,19,2479762.037307692,3768132.569207522
2,20,2479762.037307692,4100096.0453595347
2,21,2479762.037307692,3978828.248346528
2,22,2479762.037307692,3924375.9324168824
2,23,2479762.037307692,3765259.522516053
2,24,2479762.037307692,3633955.608996504
2,25,2479762.037307692,3779620.3007634557
2,26,2479762.037307692,3569177.634884865
2,27,2479762.037307692,3529402.954392568
2,28,2479762.037307692,3500809.7492771507
2,29,2479762.037307692,3483615.7930292846
2,30,2479762.037307692,3533380.7072327337
2,31,2479762.037307692,3923968.4192363443
2,32,2479762.037307692,3821333.40860847
2,33,2479762.037307692,3635957.333061051
2,34,2479762.037307692,3832837.890455086
2,35,2479762.037307692,3930536.6174769336
2,36,2479762.037307692,3993389.216593963
2,37,2479762.037307692,4141789.1278422885
2,38,2479762.037307692,3807801.2130013993
2,39,2479762.037307692,4069952.835046948
2,40,2479762.037307692,4185340.376598223
2,41,2479762.037307692,4420521.78106084
2,42,2479762.037307692,4282438.137345381
2,43,2479762.037307692,3844885.5894626146
2,44,2479762.037307692,3734240.689833217
2,45,2479762.037307692,3521898.304383647
2,46,2479762.037307692,4063298.736997063
2,47,2479762.037307692,3969783.265794947
2,48,2479762.037307692,3923904.6837229906
2,49,2479762.037307692,4185979.893144114
2,50,2479762.037307692,4341450.520918562
2,51,2479762.037307692,4509618.3937735325
2,52,2479762.037307692,5149992.34383643
3,1,2412271.5373076918,2046155.636664733
3,2,2412271.5373076918,1985495.7379855318
3,3,2412271.5373076918,1839988.0581080462
3,4,2412271.5373076918,1621346.7662782467
3,5,2412271.5373076918,1257023.2296075718
3,6,2412271.5373076918,1144087.3120407313
3,7,2412271.5373076918,1045298.970986401
3,8,2412271.5373076918,973440.5121140999
3,9,2412271.5373076918,483101.6610968786
3,10,2412271.5373076918,595499.0654249336
3,11,2412271.5373076918,781316.9809173064
3,12,2412271.5373076918,977561.358754344
3,13,2412271.5373076918,1169253.2439272846
3,14,2412271.5373076918,1223608.5197380185
3,15,2412271.5373076918,1583314.4043967868
3,16,2412271.5373076918,1378291.5421253748
3,17,2412271.5373076918,1088937.8800666316
3,18,2412271.5373076918,1176368.4378469049
3,19,2412271.5373076918,1288602.4383057044
3,20,2412271.5373076918,1114874.4132159255
3,21,2412271.5373076918,1129755.5610096853
3,22,2412271.5373076918,1213687.0881831828
3,23,2412271.5373076918,1311194.0402091427
3,24,2412271.5373076918,1528370.909248427
3,25,2412271.5373076918,1759235.2150162936
3,26,2412271.5373076918,1180340.056815106
3,27,2412271.5373076918,1602579.2411989612
3,28,2412271.5373076918,1718468.883270766
3,29,2412271.5373076918,1587166.7294687482
3,30,2412271.5373076918,1324782.6771720126
3,31,2412271.5373076918,1548825.4278342812
3,32,2412271.5373076918,1633909.7212958485
3,33,2412271.5373076918,1899624.4072132073
3,34,2412271.5373076918,1891162.6998235718
3,35,2412271.5373076918,1838577.8796446351
3,36,2412271.5373076918,2384472.4599910714
3,37,2412271.5373076918,1900183.7278458436
3,38,2412271.5373076918,2000397.371733139
3,39,2412271.5373076918,2099141.6062973896
3,40,2412271.5373076918,2210862.9765227335
3,41,2412271.5373076918,2351351.8481724546
3,42,2412271.5373076918,2290846.292187831
3,43,2412271.5373076918,2577802.8307260843
3,44,2412271.5373076918,1992773.484170846
3,45,2412271.5373076918,1804823.7576662507
3,46,2412271.5373076918,1782193.529479858
3,47,2412271.5373076918,1827567.7695092473
3,48,2412271.5373076918,1931530.1366872748
3,49,2412271.5373076918,2091575.1984234997
3,50,2412271.5373076918,1734324.9273065126
3,51,2412271.5373076918,1742237.1740108978
3,52,2412271.5373076918,1874543.9333914781
4,1,2294050.2673076917,2412788.5689866333
4,2,2294050.2673076917,2895126.612443349
4,3,2294050.2673076917,2752927.4330231315
4,4,2294050.2673076917,3124933.5205235477
4,5,2294050.2673076917,3026738.8132121917
4,6,2294050.2673076917,2784490.8034523544
4,7,2294050.2673076917,2517359.722959229
4,8,2294050.2673076917,2470174.744225573
4,9,2294050.2673076917,2470841.172237958
4,10,2294050.2673076917,2399137.5385261253
4,11,2294050.2673076917,2658622.4004193614
4,12,2294050.2673076917,2710336.801929883
4,13,2294050.2673076917,2690913.8588593225
4,14,2294050.2673076917,2551857.9921127264
4,15,2294050.2673076917,2245787.156310462
4,16,2294050.2673076917,1779962.9327984692
4,17,2294050.2673076917,1837426.3800498405
4,18,2294050.2673076917,1849593.1729434617
4,19,2294050.2673076917,2184413.5655455072
4,20,2294050.2673076917,2260586.156100927
4,21,2294050.2673076917,2458654.874038515
4,22,2294050.2673076917,2474590.9730017455
4,23,2294050.2673076917,2283568.6288284105
4,24,2294050.2673076917,2359391.2355197156
4,25,2294050.2673076917,2447291.241349318
4,26,2294050.2673076917,2256493.1983091403
4,27,2294050.2673076917,2255633.9816933535
4,28,2294050.2673076917,2743572.011519946
4,29,2294050.2673076917,2477661.6254293583
4,30,2294050.2673076917,2838289.590021112
4,31,2294050.2673076917,2789666.5912223426
4,32,2294050.2673076917,3152734.772702872
4,33,2294050.2673076917,2955756.605070987
4,34,2294050.2673076917,2945878.7984603834
4,35,2294050.2673076917,3026901.88168367
4,36,2294050.2673076917,3005850.212658871
4,37,2294050.2673076917,3170567.339687844
4,38,2294050.2673076917,3136444.8436297555
4,39,2294050.2673076917,3433657.7516679964
4,40,2294050.2673076917,3480766.8281002464
4,41,2294050.2673076917,3653595.7214694684
4,42,2294050.2673076917,3374130.510968691
4,43,2294050.2673076917,3221627.2488253396
4,44,2294050.2673076917,3490091.871329234
4,45,2294050.2673076917,3618693.9724002294
4,46,2294050.2673076917,3592026.7247098396
4,47,2294050.2673076917,3571892.061297125
4,48,2294050.2673076917,3759768.9183074967
4,49,2294050.2673076917,3711930.4866951434
4,50,2294050.2673076917,3736047.714451651
4,51,2294050.2673076917,3345696.7373999776
4,52,2294050.2673076917,3779018.3702444127
5,1,2316342.917307691,2239441.3250455875
5,2,2316342.917307691,2414986.5719896844
5,3,2316342.917307691,2275822.014901112
5,4,2316342.917307691,2303406.2281392077
5,5,2316342.917307691,2487091.095980096
5,6,2316342.917307691,2122167.1485881223
5,7,2316342.917307691,1962139.2447527265
5,8,2316342.917307691,2175278.8629334075
5,9,2316342.917307691,2090661.7588193705
5,10,2316342.917307691,1486170.8391232183
5,11,2316342.917307691,1285638.7869994566
5,12,2316342.917307691,1488237.4400583596
5,13,2316342.917307691,1391561.5538292436
5,14,2316342.917307691,1300172.6581160934
5,15,2316342.917307691,1271130.077824857
5,16,2316342.917307691,1450472.9728325976
5,17,2316342.917307691,1338262.303558233
5,18,2316342.917307691,1458958.1478565692
5,19,2316342.917307691,1603062.7311199452
5,20,2316342.917307691,1363742.9154766833
5,21,2316342.917307691,1354906.2932575021
5,22,2316342.917307691,1231324.4035608964
