sim_id,step,s0,sales
1,1,2427200.267307693,2518882.048603704
1,2,2427200.267307693,2303220.547189037
1,3,2427200.267307693,2482009.6221728576
1,4,2427200.267307693,2207819.8433899553
1,5,2427200.267307693,1946908.9137565205
1,6,2427200.267307693,2013759.2365669631
1,7,2427200.267307693,2031272.9376803925
1,8,2427200.267307693,2091601.716942689
1,9,2427200.267307693,2103763.552147293
1,10,2427200.267307693,1966910.6074017365
1,11,2427200.267307693,1929348.3101354393
1,12,2427200.267307693,2327971.5021932204
1,13,2427200.267307693,2318395.83412433
1,14,2427200.267307693,1984715.3784944
1,15,2427200.267307693,1769136.8844053359
1,16,2427200.267307693,1489451.1700130822
1,17,2427200.267307693,1260034.745452689
1,18,2427200.267307693,940659.5893046309
1,19,2427200.267307693,281188.4685152834
1,20,2427200.267307693,442801.7037204574
1,21,2427200.267307693,602166.1212659793
1,22,2427200.267307693,534600.8809335046
1,23,2427200.267307693,349116.18051450024
1,24,2427200.267307693,141606.33336420543
1,25,2427200.267307693,235853.66755072447
1,26,2427200.267307693,287196.4854456857
1,27,2427200.267307693,387152.74493889
1,28,2427200.267307693,383242.0993940439
1,29,2427200.267307693,532375.0688438497
1,30,2427200.267307693,634696.3031052954
1,31,2427200.267307693,768710.0777821075
1,32,2427200.267307693,887186.1194392936
1,33,2427200.267307693,1296207.5729832272
1,34,2427200.267307693,1028179.3805456539
1,35,2427200.267307693,1398933.8097217465
1,36,2427200.267307693,1310533.6131704506
1,37,2427200.267307693,1289224.3281591367
1,38,2427200.267307693,1304313.3926852948
1,39,2427200.267307693,1187503.1561114886
1,40,2427200.267307693,545984.7066942477
1,41,2427200.267307693,462886.4655488753
1,42,2427200.267307693,468082.7930237253
1,43,2427200.267307693,29929.12837143382
1,44,2427200.267307693,161856.44487666106
1,45,2427200.267307693,7901.110043307766
1,46,2427200.267307693,363558.43933116226
1,47,2427200.267307693,424446.65132536483
1,48,2427200.267307693,222767.73177569732
1,49,2427200.267307693,259449.92599216104
1,50,2427200.267307693,318522.7329929094
1,51,2427200.267307693,540686.3698438352
1,52,2427200.267307693,496477.92203482706
2,1,2479762.037307692,2447130.759101448
2,2,2479762.037307692,2591640.1822631164
2,3,2479762.037307692,2690151.4652728224
2,4,2479762.037307692,2658682.4241004284
2,5,2479762.037307692,2440112.9680056153
2,6,2479762.037307692,2715923.8253900744
2,7,2479762.037307692,2939142.627574469
2,8,2479762.037307692,2753512.8255135072
2,9,2479762.037307692,2919540.1796192396
2,10,2479762.037307692,3026584.1660197405
2,11,2479762.037307692,3281934.484633528
2,12,2479762.037307692,3314105.4108561715
2,13,2479762.037307692,3024638.127884781
2,14,2479762.037307692,3219502.6903053513
2,15,2479762.037307692,3032792.1342575923
2,16,2479762.037307692,3159055.0993468845
2,17,2479762.037307692,3570965.5068146074
2,18,2479762.037307692,3212280.9217977966
2,19,2479762.037307692,3596388.8744713496
2,20,2479762.037307692,3928476.9095281605
2,21,2479762.037307692,3791610.7678247998
2,22,2479762.037307692,3723877.9820513465
2,23,2479762.037307692,3547850.2331306012
2,24,2479762.037307692,3400599.8151584645
2,25,2479762.037307692,3539926.2332760408
2,26,2479762.037307692,3310791.6853690986
2,27,2479762.037307692,3258245.7122690985
2,28,2479762.037307692,3217269.1075926656
2,29,2479762.037307692,3188087.1995421657
2,30,2479762.037307692,3228187.011065008
2,31,2479762.037307692,3620932.99690707
2,32,2479762.037307692,3503346.0257229204
2,33,2479762.037307692,3300147.6453510444
2,34,2479762.037307692,3492466.6425871933
2,35,2479762.037307692,3582163.1237578597
2,36,2479762.037307692,3635804.6409566686
2,37,2479762.037307692,3777961.1651946567
2,38,2479762.037307692,3420995.4989380087
2,39,2479762.037307692,3680849.858807367
2,40,2479762.037307692,3788848.7916106917
2,41,2479762.037307692,4020797.318558759
2,42,2479762.037307692,3866531.9769021273
2,43,2479762.037307692,3402408.949480907
2,44,2479762.037307692,3276534.2207543035
2,45,2479762.037307692,3045434.050702044
2,46,2479762.037307692,3594224.5538269687
2,47,2479762.037307692,3486073.4851434864
2,48,2479762.037307692,3427211.8619332784
2,49,2479762.037307692,3686987.158371882
2,50,2479762.037307692,3836459.6871398683
2,51,2479762.037307692,3999069.937125275
2,52,2479762.037307692,4650267.416874871
3,1,2412271.5373076918,2022063.3433950008
3,2,2412271.5373076918,1947907.6295705773
3,3,2412271.5373076918,1785960.7068476416
3,4,2412271.5373076918,1548343.1170343794
3,5,2412271.5373076918,1159989.4654289908
3,6,2412271.5373076918,1031744.241782004
3,7,2412271.5373076918,918137.3837761283
3,8,2412271.5373076918,832394.6240279293
3,9,2412271.5373076918,313654.1004269654
3,10,2412271.5373076918,418559.16609680024
3,11,2412271.5373076918,599431.7507993246
3,12,2412271.5373076918,791092.4989734876
3,13,2412271.5373076918,978042.8253919105
3,14,2412271.5373076918,1022892.2413132824
3,15,2412271.5373076918,1383685.0880477582
3,16,2412271.5373076918,1160158.3604508697
3,17,2412271.5373076918,849375.339806004
3,18,2412271.5373076918,928447.4419043916
3,19,2412271.5373076918,1033183.435112719
3,20,2412271.5373076918,842037.1840545996
3,21,2412271.5373076918,846043.0873951751
3,22,2412271.5373076918,921494.7751161514
3,23,2412271.5373076918,1010992.8284848444
3,24,2412271.5373076918,1224312.230332085
3,25,2412271.5373076918,1451793.8954719387
3,26,2412271.5373076918,841424.9856778239
3,27,2412271.5373076918,1266920.4551768103
3,28,2412271.5373076918,1375438.906711955
3,29,2412271.5373076918,1228190.309503157
3,30,2412271.5373076918,945312.4928729322
3,31,2412271.5373076918,1165735.9584838115
3,32,2412271.5373076918,1242380.4027457112
3,33,2412271.5373076918,1505921.431615379
3,34,2412271.5373076918,1485774.7001227103
3,35,2412271.5373076918,1419974.194807887
3,36,2412271.5373076918,1973414.7507318165
3,37,2412271.5373076918,1460934.2287743925
3,38,2412271.5373076918,1553232.8710007612
3,39,2412271.5373076918,1644011.1290872619
3,40,2412271.5373076918,1748216.7085678831
3,41,2412271.5373076918,1882187.7538198922
3,42,2412271.5373076918,1808191.736943936
3,43,2412271.5373076918,2093711.5128650358
3,44,2412271.5373076918,1476995.615517354
3,45,2412271.5373076918,1271134.3024721378
3,46,2412271.5373076918,1236327.5344825312
3,47,2412271.5373076918,1271884.3563340304
3,48,2412271.5373076918,1368061.767632159
3,49,2412271.5373076918,1522267.4206122246
3,50,2412271.5373076918,1141232.4109919134
3,51,2412271.5373076918,1138027.6572865422
3,52,2412271.5373076918,1263532.7471852514
4,1,2294050.2673076917,2405516.2004047465
4,2,2294050.2673076917,2893195.3996007727
4,3,2294050.2673076917,2734671.75148423
4,4,2294050.2673076917,3108191.5035297787
4,5,2294050.2673076917,2995198.872828408
4,6,2294050.2673076917,2733155.631855678
4,7,2294050.2673076917,2445366.1093664337
4,8,2294050.2673076917,2385152.769698684
4,9,2294050.2673076917,2374450.8348832545
4,10,2294050.2673076917,2288868.271286486
4,11,2294050.2673076917,2545963.3592655538
4,12,2294050.2673076917,2588080.2871466926
4,13,2294050.2673076917,2556592.0671924567
4,14,2294050.2673076917,2401320.7754211947
4,15,2294050.2673076917,2073240.650814583
4,16,2294050.2673076917,1579865.183953892
4,17,2294050.2673076917,1627930.5959140956
4,18,2294050.2673076917,1629127.9815221229
4,19,2294050.2673076917,1964172.0414192807
4,20,2294050.2673076917,2031595.6296914793
4,21,2294050.2673076917,2225144.005575023
4,22,2294050.2673076917,2230241.457064398
4,23,2294050.2673076917,2021200.9351369692
4,24,2294050.2673076917,2088262.3983648627
4,25,2294050.2673076917,2167820.2339872583
4,26,2294050.2673076917,1959011.794353074
4,27,2294050.2673076917,1946731.2892513606
4,28,2294050.2673076917,2440204.7421837077
