week,delta,sales
1,113509.21368541493,2343040.5215700297
2,-109103.76944126096,2233936.7521287687
3,1944.3567829434244,2235881.108911712
4,230067.7602265942,2465948.8691383065
5,296603.2675472289,2762552.1366855353
6,-66673.45472395491,2695878.6819615806
7,-30269.06649515858,2665609.615466422
8,77082.55412566422,2742692.169592086
9,-104244.73618500275,2638447.433407083
10,-16656.15121460544,2621791.282192478
11,-3444.756550289205,2618346.5256421887
12,-191978.0233826685,2426368.5022595203
13,-98987.32825957178,2327381.1739999484
14,98.93095702667483,2327480.104956975
15,-23943.078550468275,2303537.026406507
16,228072.82076880772,2531609.8471753146
17,-106609.04830389583,2425000.798871419
18,-25150.118778134405,2399850.680093284
19,45522.453208374674,2445373.133301659
20,-64125.2259597046,2381247.9073419543
21,-14185.255718513336,2367062.651623441
22,-95093.73174318054,2271968.9198802607
23,239362.7163874362,2511331.6362676965
24,-63084.05560726235,2448247.5806604344
25,-27318.786209912938,2420928.7944505215
26,-75500.30959352388,2345428.4848569976
27,1454.9836848406692,2346883.468541838
28,-173632.23469416625,2173251.233847672
29,-31424.37287549236,2141826.8609721796
30,264658.50559585536,2406485.366568035
31,-42487.364822676944,2363998.001745358
32,-230623.83089363473,2133374.1708517233
33,12147.43949129191,2145521.6103430153
34,-81785.83144071854,2063735.7789022967
35,38840.07759890571,2102575.8565012026
36,295042.80833945447,2397618.664840657
37,-60142.912778558326,2337475.7520620986
38,30374.41258455061,2367850.1646466493
39,12179.16970968806,2380029.3343563373
40,182349.3393867343,2562378.6737430715
41,-12429.981167141814,2549948.6925759297
42,54262.87308246193,2604211.5656583915
43,-107195.97978860844,2497015.585869783
44,348998.3789508246,2846013.9648206076
45,56023.94116411059,2902037.9059847184
46,-37292.0271689973,2864745.878815721
47,-309808.4499434786,2554937.4288722426
48,129334.20525282451,2684271.634125067
49,95786.89145716163,2780058.525582229
50,-6976.223377245173,2773082.3022049833
51,11412.528492305166,2784494.8306972887
52,-34589.95526572422,2749904.8754315646
53,25005.72601474883,2774910.6014463133
54,56209.87390970504,2831120.475356018
55,-15524.554868912925,2815595.9204871054
56,-286136.389143157,2529459.5313439486
57,141454.6436065219,2670914.17495047
58,36600.07454031281,2707514.249490783
59,-50362.48276245492,2657151.766728328
60,-97785.67725685204,2559366.089471476
61,37381.51073158709,2596747.6002030633
62,-78080.76384734921,2518666.836355714
63,47384.55113056747,2566051.3874862813
64,-78986.94268740952,2487064.444798872
65,-206985.04885188545,2280079.3959469865
66,69845.16301501179,2349924.558961998
67,27192.64772466439,2377117.2066866625
68,117469.64219444741,2494586.84888111
69,375399.11755158706,2869985.966432697
70,9996.961182649942,2879982.9276153473
71,-123198.39022228704,2756784.53739306
72,22814.966634401324,2779599.5040274616
73,75195.50704615779,2854795.011073619
74,130744.72838575038,2985539.7394593693
75,-84168.98182419609,2901370.7576351734
76,-247222.3701433935,2654148.38749178
77,-42201.89284881469,2611946.4946429655
78,-63980.59320242141,2547965.901440544
79,-38444.61425785402,2509521.2871826896
80,-9653.178930053875,2499868.108252636
81,-73184.42310577643,2426683.6851468594
82,129333.37560421044,2556017.06075107
83,8680.694223382752,2564697.754974453
84,-23297.528132600295,2541400.2268418525
85,98395.23168708767,2639795.45852894
86,4280.382814687984,2644075.8413436282
87,-6320.408028334902,2637755.433315293
88,94299.22586431509,2732054.6591796083
89,-11632.7212388995,2720421.937940709
90,-78336.50670316406,2642085.431237545
91,75314.85951598996,2717400.2907535345
92,-20043.314036222455,2697356.976717312
93,-30692.886148946523,2666664.0905683655
94,-229857.3976871356,2436806.69288123
95,84277.75475431222,2521084.447635542
96,-42170.891502841216,2478913.556132701
97,34190.46406013723,2513104.0201928383
98,-12716.862404187768,2500387.1577886506
99,-143870.94093983242,2356516.216848818
100,256799.62412821007,2613315.840977028
101,-62689.00102282051,2550626.8399542077
102,61225.67329393083,2611852.513248138
103,-73206.96135752839,2538645.55189061
104,-27210.63966755658,2511434.912223053
105,-62182.62216260765,2449252.2900604457
106,-87711.0621474389,2361541.2279130067
107,277469.90576055896,2639011.133673566
108,-10420.711992891665,2628590.421680674
109,17214.394120550292,2645804.8158012247
110,-56995.832147373476,2588808.983653851
111,-158714.7426463941,2430094.241007457
112,203866.185590369,2633960.4265978257
113,258530.37478285853,2892490.8013806846
114,80044.79579305011,2972535.5971737346
115,-84405.09986774996,2888130.4973059846
116,130145.68260293966,3018276.1799089243
117,65536.00634783552,3083812.18625676
118,269.504441722436,3084081.690698482
119,142054.77837830503,3226136.469076787
120,-209549.09876958787,3016587.370307199
121,-66613.57066011723,2949973.799647082
122,5008.056345133722,2954981.8559922157
123,-73013.92596832418,2881967.9300238914
124,13824.278607384353,2895792.2086312757
125,266764.07668006216,3162556.285311338
126,-62718.40016825556,3099837.8851430826
127,-160650.87641288835,2939187.008730194
128,4132.3152550672485,2943319.3239852614
129,-61700.39317600324,2881618.930809258
130,-86098.62139569427,2795520.3094135635
131,177561.17347745076,2973081.4828910143
132,62576.10819624594,3035657.5910872603
133,74932.55946190328,3110590.1505491636
134,-394308.8772563071,2716281.2732928568
135,-16976.742215500042,2699304.5310773565
136,68531.71314672196,2767836.2442240785
137,165058.6385923938,2932894.882816472
138,-9993.30502378713,2922901.5777926855
139,-572394.1811427757,2350507.3966499097
140,7155.6382832283625,2357663.0349331377
141,37823.055781947456,2395486.090715085
142,4804.995884136327,2400291.0865992215
143,11785.059298212189,2412076.145897434
144,84949.3670604939,2497025.512957928
145,-88883.28874085743,2408142.2242170703
146,269340.2053172487,2677482.429534319
147,31358.99170705303,2708841.421241372
148,-266495.5289479409,2442345.8922934313
149,88344.63614394375,2530690.528437375
150,77267.70708798245,2607958.2355253575
151,167342.27359127434,2775300.509116632
152,-102041.00021036796,2673259.508906264
153,-125147.2568476175,2548112.252058646
154,41685.68035162438,2589797.9324102704
155,3535.7549945789033,2593333.6874048496
156,67410.43827600716,2660744.1256808564
157,155764.26460992338,2816508.39029078
158,-49241.367668142106,2767267.022622638
159,-130219.85014117027,2637047.1724814675
160,51810.279830640735,2688857.452312108
161,-149978.04563410336,2538879.406678005
162,29835.9874156293,2568715.3940936346
163,-48866.40070950574,2519848.9933841284
164,140283.1472444755,2660132.140628604
165,-5796.190728519406,2654335.9499000846
166,-27912.305470561645,2626423.644429523
167,-8457.627824477646,2617966.0166050456
168,55885.43962515492,2673851.4562302004
169,8028.131974167139,2681879.5882043676
170,-99726.21532534595,2582153.372879022
171,-6612.05289689937,2575541.319982122
172,49486.23499900229,2625027.5549811246
173,4378.92931692152,2629406.484298046
174,47912.09276851558,2677318.5770665617
175,-7220.025319633178,2670098.5517469286
176,-1679.8702053144968,2668418.681541614
177,95613.83913404467,2764032.5206756587
178,64039.466248552875,2828071.9869242115
179,-267277.5049986332,2560794.4819255783
180,-12671.578901154893,2548122.9030244234
181,-20538.020387195887,2527584.8826372274
182,-164949.8866415344,2362634.995995693
183,-62748.77213699281,2299886.2238587
184,-37505.77296453374,2262380.4508941667
185,117536.85303468833,2379917.303928855
186,-93033.89435440637,2286883.4095744486
187,-170400.74679762858,2116482.66277682
188,28661.223542647764,2145143.886319468
189,-75404.11672716355,2069739.7695923042
190,67349.73567908093,2137089.505271385
191,-28366.34279240975,2108723.1624789755
192,34058.62634005357,2142781.788819029
193,5130.377804128672,2147912.1666231574
194,1925.3724751917164,2149837.5390983494
195,115099.80963161787,2264937.348729967
196,-49675.87504729485,2215261.4736826723
197,73578.54662259958,2288840.0203052717
198,3915.022181616898,2292755.042486889
199,-180963.1803899545,2111791.862096934
200,-20076.51848619778,2091715.3436107365
201,151115.47141340253,2242830.815024139
202,-24671.666453162758,2218159.148570976
203,-167712.68209778433,2050446.466473192
204,11494.344646159445,2061940.8111193515
205,63767.616382092,2125708.4275014433
206,-2653.68594584267,2123054.741555601
207,-296797.8815830423,1826256.8599725584
208,-79779.54398729601,1746477.3159852624
209,-46115.28833177828,1700362.0276534841
210,-31025.10248887841,1669336.9251646057
211,600.3678511756261,1669937.2930157813
212,135104.59913626953,1805041.892152051
213,-25240.67757794266,1779801.2145741081
214,-67722.00715898983,1712079.2074151183
215,39909.045204375405,1751988.2526194938
216,52180.08391323909,1804168.336532733
217,74321.31441448122,1878489.650947214
218,-103282.51729111979,1775207.1336560943
219,7401.390344780767,1782608.524000875
220,278447.0289687475,2061055.5529696224
221,47230.50671574835,2108286.059685371
222,-50127.720859328845,2058158.338826042
223,47753.01170497843,2105911.35053102
224,-188671.4326972145,1917239.917833806
225,-26415.214905101875,1890824.702928704
226,243637.55083617725,2134462.2537648813
227,-16205.365266020939,2118256.8884988604
228,53757.98962412911,2172014.8781229896
229,-16273.058752211788,2155741.819370778
230,-96645.83202472256,2059095.987346055
231,-51144.80651003061,2007951.1808360245
232,-66135.98880953573,1941815.1920264887
233,-28347.27767316129,1913467.9143533274
234,-19092.596621445064,1894375.3177318824
235,-37834.00356562181,1856541.3141662607
236,-56703.00157010785,1799838.3125961528
237,120279.40133945606,1920117.713935609
238,-296582.0449634969,1623535.668972112
239,-24002.832830753196,1599532.8361413588
240,23772.104826334053,1623304.940967693
241,103783.77273021331,1727088.7136979061
242,7476.6143038230575,1734565.3280017292
243,79437.34260179746,1814002.6706035268
244,-100910.65428363788,1713092.0163198886
245,92396.06685144341,1805488.0831713323
246,-41247.45061990416,1764240.632551428
247,-15347.672755354883,1748892.9597960731
248,-67443.013194782,1681449.9466012912
249,10312.657852503082,1691762.6044537942
250,369124.926008913,2060887.5304627072
251,153423.36721239085,2214310.897675098
252,-65404.8320931168,2148906.065581981
253,32331.350960278643,2181237.41654226
254,88779.05907164045,2270016.4756139005
255,-10296.021778854662,2259720.453835046
256,-51439.95637463975,2208280.497460406
257,-17120.495860754847,2191160.0015996513
258,39329.09160792112,2230489.093207572
259,89336.14799782987,2319825.241205402
260,138698.6754365468,2458523.9166419487
