sim_id,step,s0,sales
1,1,2427200.267307693,2453433.806875831
1,2,2427200.267307693,2270437.097792042
1,3,2427200.267307693,2419709.250551619
1,4,2427200.267307693,2354121.0858534314
1,5,2427200.267307693,2133008.1287200404
1,6,2427200.267307693,2187987.7033817205
1,7,2427200.267307693,2201408.147142543
1,8,2427200.267307693,2250894.2430723896
1,9,2427200.267307693,2259806.496198786
1,10,2427200.267307693,2143194.8578811507
1,11,2427200.267307693,2136992.3929744875
1,12,2427200.267307693,2240258.111376032
1,13,2427200.267307693,2241079.368097312
1,14,2427200.267307693,2160561.004028413
1,15,2427200.267307693,2109682.340250893
1,16,2427200.267307693,1872754.2804495706
1,17,2427200.267307693,1818402.7521533594
1,18,2427200.267307693,1548041.9470894788
1,19,2427200.267307693,1385760.8625113787
1,20,2427200.267307693,1520564.7977655781
1,21,2427200.267307693,1653474.4219730343
1,22,2427200.267307693,1595227.8820037823
1,23,2427200.267307693,1551901.7686951433
1,24,2427200.267307693,1503048.0693966371
1,25,2427200.267307693,1529925.4781923834
1,26,2427200.267307693,1546035.2673191852
1,27,2427200.267307693,1628901.914684055
1,28,2427200.267307693,1624275.3743464404
1,29,2427200.267307693,1664927.2688347287
1,30,2427200.267307693,1693830.9604735468
1,31,2427200.267307693,1805386.2509393925
1,32,2427200.267307693,1903853.197326254
1,33,2427200.267307693,2009728.536685654
1,34,2427200.267307693,1945686.7271047928
1,35,2427200.267307693,2041958.304439349
1,36,2427200.267307693,2022997.202177376
1,37,2427200.267307693,2020873.7077279747
1,38,2427200.267307693,2027884.999503256
1,39,2427200.267307693,2001793.9134497615
1,40,2427200.267307693,1844018.3577549788
1,41,2427200.267307693,1826387.871573717
1,42,2427200.267307693,1830916.4123647083
1,43,2427200.267307693,1460501.5011755426
1,44,2427200.267307693,1496835.343787797
1,45,2427200.267307693,1461422.0621895157
1,46,2427200.267307693,1759680.721929007
1,47,2427200.267307693,1809638.0608693354
1,48,2427200.267307693,1638419.7008104988
1,49,2427200.267307693,1667986.8908753842
1,50,2427200.267307693,1686036.6525256047
1,51,2427200.267307693,1745016.8378026923
1,52,2427200.267307693,1737146.4081339948
2,1,2479762.037307692,2474797.095683151
2,2,2479762.037307692,2595193.486618953
2,3,2479762.037307692,2623141.0060506966
2,4,2479762.037307692,2618467.7476200787
2,5,2479762.037307692,2566838.450946402
2,6,2479762.037307692,2797837.743026236
2,7,2479762.037307692,2984535.66157816
2,8,2479762.037307692,2826836.4147381503
2,9,2479762.037307692,2871728.2430198807
2,10,2479762.037307692,2960565.298576434
2,11,2479762.037307692,3027874.247307432
2,12,2479762.037307692,3039172.5234350213
2,13,2479762.037307692,2969750.208656351
2,14,2479762.037307692,3132563.6875890456
2,15,2479762.037307692,3088929.9249157156
2,16,2479762.037307692,3123842.2019915227
2,17,2479762.037307692,3230442.573580189
2,18,2479762.037307692,3143648.997047375
2,19,2479762.037307692,3243271.8687138353
2,20,2479762.037307692,3521676.7291761045
2,21,2479762.037307692,3490552.271878334
2,22,2479762.037307692,3476778.008626161
2,23,2479762.037307692,3435825.2784893294
2,24,2479762.037307692,3402094.710062381
2,25,2479762.037307692,3518125.1517767296
2,26,2479762.037307692,3463844.365231277
2,27,2479762.037307692,3453881.4914780557
2,28,2479762.037307692,3418032.1192048555
2,29,2479762.037307692,3413932.8558152593
2,30,2479762.037307692,3446378.905439623
2,31,2479762.037307692,3548169.6387646133
2,32,2479762.037307692,3447786.8602600414
2,33,2479762.037307692,3400015.1970383395
2,34,2479762.037307692,3451505.3613035395
2,35,2479762.037307692,3477240.6559658693
2,36,2479762.037307692,3521093.6787361563
2,37,2479762.037307692,3639508.08487036
2,38,2479762.037307692,3553145.900299303
2,39,2479762.037307692,3770704.0983978393
2,40,2479762.037307692,3860345.561333601
2,41,2479762.037307692,4054397.0392031847
2,42,2479762.037307692,4018905.956108549
2,43,2479762.037307692,3905650.805260772
2,44,2479762.037307692,3877284.830397666
2,45,2479762.037307692,3681283.2249757163
2,46,2479762.037307692,3822235.9896847205
2,47,2479762.037307692,3798318.0694084354
2,48,2479762.037307692,3747403.096758823
2,49,2479762.037307692,3815822.569098509
2,50,2479762.037307692,3856559.681785468
2,51,2479762.037307692,3900593.929543814
2,52,2479762.037307692,4447803.3965543695
3,1,2412271.5373076918,2317566.573803941
3,2,2412271.5373076918,2253768.491367258
3,3,2412271.5373076918,2116018.723203812
3,4,2412271.5373076918,1914527.1127578714
3,5,2412271.5373076918,1820287.5782567293
3,6,2412271.5373076918,1791326.687288372
3,7,2412271.5373076918,1766039.5436879452
3,8,2412271.5373076918,1747745.3704876017
3,9,2412271.5373076918,1620783.0280207167
3,10,2412271.5373076918,1707818.3451611665
3,11,2412271.5373076918,1858845.5603906582
3,12,2412271.5373076918,2018960.2786245327
3,13,2412271.5373076918,2069103.0834392684
3,14,2412271.5373076918,2105550.003494891
3,15,2412271.5373076918,2199321.5519209923
3,16,2412271.5373076918,2009699.5013924812
3,17,2412271.5373076918,1746576.35614017
3,18,2412271.5373076918,1811851.0525146495
3,19,2412271.5373076918,1898743.9500017497
3,20,2412271.5373076918,1736397.874536369
3,21,2412271.5373076918,1740627.6581001375
3,22,2412271.5373076918,1762787.979044395
3,23,2412271.5373076918,1788473.474867627
3,24,2412271.5373076918,1845234.0486209462
3,25,2412271.5373076918,1905548.8837426966
3,26,2412271.5373076918,1755590.8359588597
3,27,2412271.5373076918,1865600.610421052
3,28,2412271.5373076918,1896059.5993659985
3,29,2412271.5373076918,1770691.0930939075
3,30,2412271.5373076918,1702922.517210714
3,31,2412271.5373076918,1887265.7597719692
3,32,2412271.5373076918,1950495.4975266894
3,33,2412271.5373076918,2019860.044606693
3,34,2412271.5373076918,2018028.3127784687
3,35,2412271.5373076918,2004738.9882430239
3,36,2412271.5373076918,2469602.0631822725
3,37,2412271.5373076918,2344210.7748292843
3,38,2412271.5373076918,2420626.961918712
3,39,2412271.5373076918,2446633.746936911
3,40,2412271.5373076918,2476010.3471270613
3,41,2412271.5373076918,2587529.644091577
3,42,2412271.5373076918,2523866.083763574
3,43,2412271.5373076918,2763043.7675226755
3,44,2412271.5373076918,2611492.835028149
3,45,2412271.5373076918,2436751.399558356
3,46,2412271.5373076918,2406099.2426940138
3,47,2412271.5373076918,2418247.2670421056
3,48,2412271.5373076918,2497930.7688775132
3,49,2412271.5373076918,2626494.8630407937
3,50,2412271.5373076918,2304194.345981267
3,51,2412271.5373076918,2300162.4197527966
3,52,2412271.5373076918,2334884.495131578
4,1,2294050.2673076917,2386612.1879903437
4,2,2294050.2673076917,2512228.029338924
4,3,2294050.2673076917,2475668.2516555293
4,4,2294050.2673076917,2788973.4780236064
4,5,2294050.2673076917,2692460.7820451446
4,6,2294050.2673076917,2470394.012641037
4,7,2294050.2673076917,2401392.7604527143
4,8,2294050.2673076917,2349339.1577293845
4,9,2294050.2673076917,2349877.758613454
4,10,2294050.2673076917,2331623.7893678485
4,11,2294050.2673076917,2399370.617710579
4,12,2294050.2673076917,2413165.012483526
4,13,2294050.2673076917,2408486.940810703
4,14,2294050.2673076917,2276360.4482389702
4,15,2294050.2673076917,1998666.937545617
4,16,2294050.2673076917,1581735.4626433128
4,17,2294050.2673076917,1597022.730887548
4,18,2294050.2673076917,1600547.6690552733
4,19,2294050.2673076917,1687857.1205376196
4,20,2294050.2673076917,1708002.6530866073
4,21,2294050.2673076917,1759801.3508780757
4,22,2294050.2673076917,1762762.859152948
4,23,2294050.2673076917,1713525.0109288362
4,24,2294050.2673076917,1733579.6620255501
4,25,2294050.2673076917,1799263.5202439665
4,26,2294050.2673076917,1622039.547148381
4,27,2294050.2673076917,1610362.5830691122
4,28,2294050.2673076917,2024711.8490516518
4,29,2294050.2673076917,1782021.4099033615
4,30,2294050.2673076917,1876032.3978351504
4,31,2294050.2673076917,1863771.8523881047
4,32,2294050.2673076917,1958416.499403793
4,33,2294050.2673076917,1907632.083063555
4,34,2294050.2673076917,1888094.6903015773
4,35,2294050.2673076917,1909499.7661126906
4,36,2294050.2673076917,1880223.450895244
4,37,2294050.2673076917,1923361.632222393
4,38,2294050.2673076917,1914866.4796488292
4,39,2294050.2673076917,2162983.4167773044
4,40,2294050.2673076917,2175581.931756295
4,41,2294050.2673076917,2220826.5219242373
4,42,2294050.2673076917,1966321.959876007
4,43,2294050.2673076917,1927086.487401382
4,44,2294050.2673076917,2150146.974649913
4,45,2294050.2673076917,2183907.049314163
4,46,2294050.2673076917,2149736.304298002
4,47,2294050.2673076917,2121259.2334435405
4,48,2294050.2673076917,2170411.377443795
4,49,2294050.2673076917,2158354.5631187204
4,50,2294050.2673076917,2164982.709711177
4,51,2294050.2673076917,2063984.5448178183
4,52,2294050.2673076917,2430731.2150917696
5,1,2316342.917307691,2238388.888745484
